_id,StatisticCrimeGroup,StatisticCrimeType,Crime,Excluded
749,עבירות כלכליות,עבירות פיסקליות,הובלת טובין מוברחים,
750,עבירות כלכליות,עבירות פיסקליות,הוצאת חשבונות מס באיסור או ללא זכות,
751,עבירות כלכליות,עבירות פיסקליות,הוצאת חשבונית מס ללא ביצוע עסקה,
752,עבירות כלכליות,עבירות פיסקליות,הוצאת חשבונית מס ללא בצוע עסקה,
753,עבירות כלכליות,עבירות פיסקליות,הוציא תעודת זיכוי מבלי שרשאי לכך,
754,עבירות כלכליות,עבירות פיסקליות,החזיק טובין טעונים מס שלא שולם המס המגיע מהם ללא ס,
755,עבירות כלכליות,עבירות פיסקליות,החזיק טובין שלא נרשם בפנקסים,
756,עבירות כלכליות,עבירות פיסקליות,החזקה ושמוש בסימני זהוי שלא כדין,
757,עבירות כלכליות,עבירות פיסקליות,החזקת טובין מוברחים,
758,עבירות כלכליות,עבירות פיסקליות,הכנת פנקסי חשבון כוזבים,
759,עבירות כלכליות,עבירות פיסקליות,"המוסר הצהרה, ידיעה או הודעה ביודעין שאינה נכונה",
760,עבירות כלכליות,עבירות פיסקליות,"המפצל במרמה עסקה, שכר עבודה, תרומה, הלוואה או מתנה",
761,עבירות כלכליות,עבירות פיסקליות,העברת נכסים בכוונה למנוע גבית מס,
762,עבירות כלכליות,עבירות פיסקליות,"העושה מעשה מרמה, לרבות המעשים המנויים בס' (1) או (",
763,עבירות כלכליות,עבירות פיסקליות,העלמת או שנוי פנקס לאחר דרישה למסרו,
764,עבירות כלכליות,עבירות פיסקליות,הפרעה לאדם הפועל בשליחות של מנהל לביצוע סמכויותיו,
765,עבירות כלכליות,עבירות פיסקליות,הפרעה לאדם מוסמך,
766,עבירות כלכליות,עבירות פיסקליות,הפרת חק או תקנה שלא נקבע עליהם ענש,
767,עבירות כלכליות,עבירות פיסקליות,הצגת מסמך כוזב למשלם הכנסה,
768,עבירות כלכליות,עבירות פיסקליות,הרשה להכין רשומת כזב להתחמק ממס,
769,עבירות כלכליות,עבירות פיסקליות,השמדה והסתרת מסמכים לצורך חישוב שומה,
770,עבירות כלכליות,עבירות פיסקליות,השמדת טובין במזיד,
771,עבירות כלכליות,עבירות פיסקליות,השמדת מסמכים,
772,עבירות כלכליות,עבירות פיסקליות,השמטת הכנסה במזיד,
773,עבירות כלכליות,עבירות פיסקליות,השמטת הכנסות,
774,עבירות כלכליות,עבירות פיסקליות,השפעה בדרכי תרמית על שער נ'ע,
775,עבירות כלכליות,עבירות פיסקליות,"השתמש בכל מרמה, ערמה או תחבולה או הרשה להשתמש בהם",
776,עבירות כלכליות,עבירות פיסקליות,השתמש במרמה/תחבולה במטרה להתחמק ממס,
777,עבירות כלכליות,עבירות פיסקליות,התכנסות לשם הברחה,
778,עבירות כלכליות,עבירות פיסקליות,התנהגות פרועה במקום ציבורי,
779,עבירות כלכליות,עבירות פיסקליות,זיוף פנקסים,
780,עבירות כלכליות,עבירות פיסקליות,חובת הודעה על החזקת נ'ע של בעל ענין,
781,עבירות כלכליות,עבירות פיסקליות,חובת חבר בורסה החזקת נ'ע על שמו,
782,עבירות כלכליות,עבירות פיסקליות,חובת מתן הוראה בקשר להחזקת נ'ע מראש,
783,עבירות כלכליות,עבירות פיסקליות,חוק מס רכוש וקרן פיצויים תשכ'א - 1961,
784,עבירות כלכליות,עבירות פיסקליות,חוק מס שבח מקרקעין תשכ'ג - 1963,
785,עבירות כלכליות,עבירות פיסקליות,מסייע/למסור הצהרה/ידיעה לא נכונה,
786,עבירות כלכליות,עבירות פיסקליות,מסירת אינפורמציה לא נכונה,
787,עבירות כלכליות,עבירות פיסקליות,מסירת הצהרה במטרה להתחמק ממס,
788,עבירות כלכליות,עבירות פיסקליות,"מסירת הצהרה, ידיעה או הודעה ביודעין שאינה נכונה",
789,עבירות כלכליות,עבירות פיסקליות,"מסירת הצהרה, ידיעה או הודעה ביודעין שאינה נכונה",
790,עבירות כלכליות,עבירות פיסקליות,מסירת הצהרה/ידיעה לא נכונה,
791,עבירות כלכליות,עבירות פיסקליות,מסירת ידיעה כוזבת,
792,עבירות כלכליות,עבירות פיסקליות,מסירת פרט מטעה בהצעת רכש,
793,עבירות כלכליות,עבירות פיסקליות,מסירת תשובה כוזבת,
794,עבירות כלכליות,עבירות פיסקליות,מסר טובין פטורין למי שלא זכאי להם,
795,עבירות כלכליות,עבירות פיסקליות,מסר ידיעה כוזבת או מסמך כוזב בפרט חשוב,
796,עבירות כלכליות,עבירות פיסקליות,מסר ידיעות לא נכונות ללא הצדק סביר,
797,עבירות כלכליות,עבירות פיסקליות,מרמה,
798,עבירות כלכליות,עבירות פיסקליות,נהול עסקאות לאחר אסור לעשות כן,
799,עבירות כלכליות,עבירות פיסקליות,נותן שירותי תשלום שעשה דבר העלול להטעות לקוח בעניי,
800,עבירות כלכליות,עבירות פיסקליות,נטילת/החזקת רכיב חיוני באמצעי תשלום שלא בהסכמת המש,
801,עבירות כלכליות,עבירות פיסקליות,ניהול עסקאות לאחר איסור לעשות כן,
802,עבירות כלכליות,עבירות פיסקליות,ניכוי מס תשומות ללא חשבונית מס,
803,עבירות כלכליות,עבירות פיסקליות,ניצול לרעה של מונופולין,
804,עבירות כלכליות,עבירות פיסקליות,ניצול מעמד לרעה,
805,עבירות כלכליות,עבירות פיסקליות,נכה בידעין מס תשומות ללא חשבונות מס,
806,עבירות כלכליות,עבירות פיסקליות,נסיבות מחמירות לסעיף 117(ב) או לסעיף 117(ב1),
807,עבירות כלכליות,עבירות פיסקליות,סילוק טובין חייבי מכס,
808,עבירות כלכליות,עבירות פיסקליות,סירוב לקבל הודעה,
809,עבירות כלכליות,עבירות פיסקליות,עבירה על חוק הבלו או הטעיית פקיד,
810,עבירות כלכליות,עבירות פיסקליות,עבירות על פקודת מס הכנסה,
811,עבירות כלכליות,עבירות פיסקליות,עבר על הוראה מהוראות חוק זה,
812,עבירות כלכליות,עבירות פיסקליות,עובר על הוראות חוק,
813,עבירות כלכליות,עבירות פיסקליות,עובר על סעיף 47(א) בנסיבות מחמירות,
814,עבירות כלכליות,עבירות פיסקליות,עונשין - אי הודעה על מיזוג חברות או עשיית מעשה שיש,
815,עבירות כלכליות,עבירות פיסקליות,עונשין - אי קיום תנאי שנקבע באישור מיזוג,
816,עבירות כלכליות,עבירות פיסקליות,עונשין - אי קיום תנאי שעל פיו אושר ההסדר הכובל או,
817,עבירות כלכליות,עבירות פיסקליות,עריכת דו'ח לא נכון ללא הצדק סביר,
818,עבירות כלכליות,עבירות פיסקליות,עשה מעשה כדי להתחמק מתשלום מס שנתחייב בו,
819,עבירות כלכליות,עבירות פיסקליות,עשה מעשה מרמה לפי סעיף 414 לחוק העונשין,
820,עבירות כלכליות,עבירות פיסקליות,פעולה שאדם אחר יתחמק מתשלום מס,
821,עבירות כלכליות,עבירות פיסקליות,צד להסדר שלא אושר כדין,
822,עבירות כלכליות,עבירות פיסקליות,צד להסדר שלא אושר כדין,
823,עבירות כלכליות,עבירות פיסקליות,קטטה,
824,עבירות כלכליות,עבירות פיסקליות,קניה או מכירה זהות באיגוד בלא סיבה,
825,עבירות כלכליות,עבירות פיסקליות,שימוש במרמה או בתחבולה,
826,עבירות כלכליות,עבירות פיסקליות,"שימוש במרמה, עורמה או תחבולה במטרה להתחמק ממס",
827,עבירות כלכליות,עבירות פיסקליות,שימוש ברכיב חיוני באמצעי תשלום או מסירתו לאחר בידי,
828,עבירות כלכליות,עבירות פיסקליות,"שימוש ברכיב חיוני באמצעי תשלום או מסירתו לאחר, ביד",
